"Emotion","Exp_ID","IMDFblankISI_jitter","NT_ID","Object","Scene","Set_ID","TBF_ID","TBR_ID","TNTfixation_jitter","T_ID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_TNT_fMRI_instruct","correct_TNT_fMRI_intrusionrating_response","correct_refresher_instruct","correct_standby","count_BREAK","count_CHANGELOG","count_IMDF_fMRI_NULL","count_IMDF_fMRI_blankISI","count_IMDF_fMRI_blockloop","count_IMDF_fMRI_blockloop_practice","count_IMDF_fMRI_fixation","count_IMDF_fMRI_instruct","count_IMDF_fMRI_jitterblankISIscript","count_IMDF_fMRI_scene","count_IMDF_fMRI_sceneobject","count_IMDF_fMRI_trialsequence","count_IMDF_fMRI_trialsequence_practice","count_IMDF_instruct","count_IMDF_practice_instruct","count_Questions_for_CVS","count_TNTF_fMRI","count_TNTF_fMRI_blocksequence","count_TNTF_fMRI_jitteredfixationscript","count_TNT_fMRI_NULL","count_TNT_fMRI_blockloop","count_TNT_fMRI_cue","count_TNT_fMRI_instruct","count_TNT_fMRI_intrusionrating","count_TNT_fMRI_intrusionrating_response","count_TNT_fMRI_jitteredfixation","count_TNT_fMRI_trialsequence","count_add_timeremaining","count_blank_before_t_presses","count_calculate_time_remaining","count_define_constants","count_determine_end_run","count_determine_instruction","count_experiment","count_fixation","count_logger","count_new_logger","count_pair","count_pulse","count_refresher_block_loop","count_refresher_instruct","count_refresher_trial_sequence","count_scaling_factors","count_standby","count_todo_new","count_wait","count_wait_pulse","datetime","description","disable_garbage_collection","empty_column","end_x_fixationline","end_y_fixationline","exp_ID","experiment_file","experiment_path","filler","filler_type","fixationdimension","fixationwidth","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction_msg","keyboard_backend","live_row","live_row_TNTF_fMRI","live_row_TNT_fMRI_blockloop","logfile","main_run","mouse_backend","neg_ID","neu_ID","null_ID","opensesame_codename","opensesame_version","order","pair_ID","pp_ID","psychopy_screen","psychopy_waitblanking","remember_condition","repeat_cycle","repetition","response","response_BREAK","response_IMDF_instruct","response_IMDF_practice_instruct","response_TNT_fMRI_instruct","response_TNT_fMRI_intrusionrating_response","response_refresher_instruct","response_standby","response_time","response_time_BREAK","response_time_IMDF_instruct","response_time_IMDF_practice_instruct","response_time_TNT_fMRI_instruct","response_time_TNT_fMRI_intrusionrating_response","response_time_refresher_instruct","response_time_standby","round_decimals","run_ended","sampler_backend","scale_object_IMDF","scale_object_cue","scale_object_refesher","scale_scene_IMDF","scale_scene_refresher","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_x_fixationline","start_y_fixationline","subject_nr","subject_parity","think_condition","time_BREAK","time_CHANGELOG","time_IMDF_fMRI_NULL","time_IMDF_fMRI_blankISI","time_IMDF_fMRI_blockloop","time_IMDF_fMRI_blockloop_practice","time_IMDF_fMRI_fixation","time_IMDF_fMRI_instruct","time_IMDF_fMRI_jitterblankISIscript","time_IMDF_fMRI_scene","time_IMDF_fMRI_sceneobject","time_IMDF_fMRI_trialsequence","time_IMDF_fMRI_trialsequence_practice","time_IMDF_instruct","time_IMDF_practice_instruct","time_Questions_for_CVS","time_TNTF_fMRI","time_TNTF_fMRI_blocksequence","time_TNTF_fMRI_jitteredfixationscript","time_TNT_fMRI_NULL","time_TNT_fMRI_blockloop","time_TNT_fMRI_cue","time_TNT_fMRI_instruct","time_TNT_fMRI_intrusionrating","time_TNT_fMRI_intrusionrating_response","time_TNT_fMRI_jitteredfixation","time_TNT_fMRI_trialsequence","time_add_timeremaining","time_blank_before_t_presses","time_calculate_time_remaining","time_define_constants","time_determine_end_run","time_determine_instruction","time_experiment","time_fixation","time_logger","time_new_logger","time_pair","time_pulse","time_refresher_block_loop","time_refresher_instruct","time_refresher_trial_sequence","time_scaling_factors","time_standby","time_todo_new","time_wait","time_wait_pulse","timeout_keypress","timeremaining","title","total_correct","total_response_time","total_responses","trial_count","uniform_coordinates","width"
"neu","TNT_scanner","NA","9999","lifejacket.jpg","neutral_247.jpg","3","NA","NA","2200","36","undefined","undefined","1145.878046998405","1145.878046998405","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","40","6","0","33","0","40","40","40","40","8","NA","40","0","40","NA","0","0","40","NA","NA","43","0","0","NA","0","45","0","1","43","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","40","0","40","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","60","9999","59","Lentiform Loewenfeld","3.3.9b1","NA","35","34","1","yes","NA","0","one","3","NA","NA","NA","t","3","t","t","1145.878046998405","NA","NA","NA","455.0347249896731","1145.878046998405","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","381097.7059089928","339191.46047800314","12946.29786600126","383388.82226699207","10599.490644002799","386411.88906200114","386412.1730039915","381116.0715799924","381097.6275349967","387578.8221679977","NA","387558.31915799354","7071.771942995838","389435.44497399125","NA","1384.248722999473","7071.747333990061","389435.4732119973","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","1854.121953001595","TNT_IMDF_fMRI","0","1145.878046998405","1","41","yes","1024"
"neu","TNT_scanner","NA","9999","stackingrings01a.jpg","neutral_246.jpg","3","NA","NA","1400","29","undefined","undefined","395.33406400005333","395.33406400005333","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","41","6","0","34","0","41","41","41","41","9","NA","41","0","41","NA","0","0","41","NA","NA","44","0","0","NA","0","46","0","1","44","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","41","0","41","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","53","9999","52","Lentiform Loewenfeld","3.3.9b1","NA","28","34","1","yes","NA","0","one","3","NA","NA","NA","t","3","t","t","395.33406400005333","NA","NA","NA","455.0347249896731","395.33406400005333","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","389590.34023399","339191.46047800314","12946.29786600126","391078.28141900245","10599.490644002799","394101.25540899753","394101.524179001","389608.7338029902","389590.26311199705","394517.98095299455","NA","394497.14030500036","7071.771942995838","397125.876110993","NA","1384.248722999473","7071.747333990061","397125.90318499133","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","2604.6659359999467","TNT_IMDF_fMRI","0","395.33406400005333","1","42","yes","1024"
"neu","TNT_scanner","NA","9999","hinge.jpg","neutral_582.jpg","3","NA","NA","2000","30","undefined","undefined","3000.0186819961527","3000.0186819961527","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","42","6","0","35","0","42","42","42","42","9","NA","42","0","42","NA","0","0","42","NA","NA","45","0","0","NA","0","47","0","1","45","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","42","0","42","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","54","9999","53","Lentiform Loewenfeld","3.3.9b1","NA","29","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0186819961527","NA","NA","NA","455.0347249896731","3000.0186819961527","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","397294.06289699546","339191.46047800314","12946.29786600126","399381.2665709993","10599.490644002799","402405.57008999167","402405.8718610031","397311.5097779955","397293.98366599344","394517.98095299455","NA","405406.07335299137","7071.771942995838","405406.1434259929","NA","1384.248722999473","7071.747333990061","405406.16128199326","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.018681996152736247","TNT_IMDF_fMRI","0","3000.0186819961527","1","43","yes","1024"
"None","TNT_scanner","NA","","","","3","NA","NA","1800","","undefined","undefined","3000.0186819961527","3000.0186819961527","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","43","7","0","35","0","43","43","43","43","10","NA","43","0","43","NA","0","0","43","NA","NA","46","0","0","NA","0","48","0","1","46","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","43","0","43","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","0","NA","NA","NA","455.0347249896731","3000.0186819961527","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","405555.1507700002","407398.09949099435","12946.29786600126","399381.2665709993","10599.490644002799","402405.57008999167","402405.8718610031","405573.3821169997","405555.07521999243","410439.0577390004","NA","410401.75457099394","7071.771942995838","413442.6332869916","NA","1384.248722999473","7071.747333990061","413442.661862995","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","3000","TNT_IMDF_fMRI","0","3000.0186819961527","1","44","yes","1024"
"neg","TNT_scanner","NA","9999","dice05a.jpg","9050_people_accideNT.jpg","3","NA","NA","1400","56","undefined","undefined","3000.072209004429","3000.072209004429","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","44","7","0","36","0","44","44","44","44","10","NA","44","0","44","NA","0","0","44","NA","NA","47","0","0","NA","0","49","0","1","47","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","44","0","44","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","56","79","Lentiform Loewenfeld","3.3.9b1","NA","43","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.072209004429","NA","NA","NA","455.0347249896731","3000.072209004429","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","413593.81734899944","407398.09949099435","12946.29786600126","415111.4424789994","10599.490644002799","419145.3553009924","419154.5947459963","413612.6203849999","413593.677715995","410439.0577390004","NA","422154.84824299347","7071.771942995838","422154.9145530007","NA","1384.248722999473","7071.747333990061","422154.931705998","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.072209004429169","TNT_IMDF_fMRI","0","3000.072209004429","1","45","yes","1024"
"neu","TNT_scanner","NA","9999","watch02a.jpg","neutral_380.jpg","3","NA","NA","2200","32","undefined","undefined","3000.09294199117","3000.09294199117","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","45","7","0","37","0","45","45","45","45","10","NA","45","0","45","NA","0","0","45","NA","NA","48","0","0","NA","0","50","0","1","48","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","45","0","45","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","56","9999","55","Lentiform Loewenfeld","3.3.9b1","NA","31","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.09294199117","NA","NA","NA","455.0347249896731","3000.09294199117","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","422319.04667000344","407398.09949099435","12946.29786600126","426585.1361279929","10599.490644002799","430589.26407700346","430590.23701499973","423320.7365720009","422318.9677759947","410439.0577390004","NA","433590.5187460012","7071.771942995838","433590.58829899004","NA","1384.248722999473","7071.747333990061","433590.60668598977","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.09294199116993695","TNT_IMDF_fMRI","0","3000.09294199117","1","46","yes","1024"
"None","TNT_scanner","NA","","","","3","NA","NA","2200","","undefined","undefined","3000.09294199117","3000.09294199117","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","46","8","0","37","0","46","46","46","46","11","NA","46","0","46","NA","0","0","46","NA","NA","49","0","0","NA","0","51","0","1","49","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","46","0","46","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","0","NA","NA","NA","455.0347249896731","3000.09294199117","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","433757.57168699056","437967.3902049981","12946.29786600126","426585.1361279929","10599.490644002799","430589.26407700346","430590.23701499973","434759.6780689928","433757.49557299423","441996.50093799573","NA","440972.55551799026","7071.771942995838","445000.50250499044","NA","1384.248722999473","7071.747333990061","445000.552382","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","3000","TNT_IMDF_fMRI","0","3000.09294199117","1","47","yes","1024"
"neg","TNT_scanner","NA","9999","measuringcup01.jpg","2811_object_fear.jpg","4","NA","NA","2000","61","undefined","undefined","3000.0884360051714","3000.0884360051714","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","47","8","0","38","0","47","47","47","47","11","NA","47","0","47","NA","0","0","47","NA","NA","50","0","0","NA","0","52","0","1","50","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","47","0","47","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","61","84","Lentiform Loewenfeld","3.3.9b1","NA","48","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.0884360051714","NA","NA","NA","455.0347249896731","3000.0884360051714","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","445177.1713490016","437967.3902049981","12946.29786600126","449237.8576390038","10599.490644002799","453244.0760899917","453245.16035099805","446177.7517849987","445177.093389997","441996.50093799573","NA","456245.4978500027","7071.771942995838","456245.59194799804","NA","1384.248722999473","7071.747333990061","456245.6096179958","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.08843600517138839","TNT_IMDF_fMRI","0","3000.0884360051714","1","48","yes","1024"
"None","TNT_scanner","NA","","","","4","NA","NA","1400","","undefined","undefined","3000.0884360051714","3000.0884360051714","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","48","9","0","38","0","48","48","48","48","12","NA","48","0","48","NA","0","0","48","NA","NA","51","0","0","NA","0","53","0","1","51","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","48","0","48","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","0","NA","NA","NA","455.0347249896731","3000.0884360051714","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","456460.6440119969","459874.09882299835","12946.29786600126","449237.8576390038","10599.490644002799","453244.0760899917","453245.16035099805","457465.38775399677","456460.5615140026","463882.0587020018","NA","462877.5118729973","7071.771942995838","466885.47595099953","NA","1384.248722999473","7071.747333990061","466885.5073820014","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","3000","TNT_IMDF_fMRI","0","3000.0884360051714","1","49","yes","1024"
"neu","TNT_scanner","NA","28","belt02a.jpg","neutral_293.jpg","4","NA","NA","1800","9999","undefined","undefined","3000.063372994191","3000.063372994191","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","49","9","0","39","0","49","49","49","49","12","NA","49","0","49","NA","0","0","49","NA","NA","52","0","0","NA","0","54","0","1","52","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","49","0","49","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","28","9999","3","Lentiform Loewenfeld","3.3.9b1","NA","3","34","1","yes","NA","0","one","None","NA","NA","NA","t","None","t","t","3000.063372994191","NA","NA","NA","455.0347249896731","3000.063372994191","151.53183000802528","3490.7899649988394","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","467070.08143998974","459874.09882299835","12946.29786600126","470923.65202899964","10599.490644002799","474935.7622200041","474938.2142609975","468072.00848299544","467069.99492399336","463882.0587020018","NA","477938.4734740015","7071.771942995838","477938.5473750008","NA","1384.248722999473","7071.747333990061","477938.56491199404","NA","NA","11073.356804001378","NA","1895.899772993289","NA","7071.784529995057","7090.283217999968","NA","2066.0837100003846","11073.133744997904","3000","-0.06337299419101328","TNT_IMDF_fMRI","0","3000.063372994191","1","50","yes","1024"
